,x,y
0,0.7600827183164621,9.616565257056433
1,0.7667936553813074,8.65249213175437
2,0.504173332649752,7.653462283213419
3,0.35741134810953934,7.9840814218165805
4,0.7309315576660453,9.08044805144591
5,0.8704586914414055,10.175300845878958
6,0.4390483122264319,7.753724745170312
7,0.21199890838665247,6.262490995578153
8,0.0600762350882571,5.26172403873459
9,0.9630949859275719,9.952896401659498
10,0.5269267360997333,8.206213677256867
11,0.40434101250742815,7.133572375409365
12,0.20964451717027244,5.37938875920739
13,0.06277599486115903,5.682832924765178
14,0.46540079191659467,7.266106201395441
15,0.8096187341988796,10.720001995515783
16,0.2916100571679423,6.751182728587556
17,0.9866030564858271,11.937741277610105
18,0.42685520517235054,7.888073298912153
19,0.8917227705883306,9.757723134582129
20,0.006531216733702827,5.066591594053979
21,0.44589148926596045,7.403523593005411
22,0.041979927550005014,5.490954476849322
23,0.25223557035603816,5.2571260610591635
24,0.35559456110902576,6.599949998697381
25,0.047030878036408374,3.7836214074023378
26,0.46454083554380676,8.112257083623623
27,0.581008983133586,7.6160050698866
28,0.07172007632814348,5.371457623403301
29,0.19920469717592038,5.998455637967149
